"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000392,sync:fuzz02,src:000409,+cov",ERROR,LeakSanitizer: detected memory leaks, Direct leak of 18 byte(s) in 1 object(s) allocated from:,0x7f7792255189,__GI___strdup,/usr/lib/libc.so.6+0x80189)
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000252,src:000004,op:havoc,rep:16,+cov",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7fffe8716b2f at pc 0x0000004405c0 bp 0x7fffe87163a0 sp 0x7fffe8716390, Address 0x7fffe8716b2f is located in stack of thread T0 at offset 1439 in frame,0x4698be,ArgusPrintRecord,argus_util.c:4137
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000330,sync:fuzz04,src:000277,+cov",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7fff07473bff at pc 0x0000004405c0 bp 0x7fff07473470 sp 0x7fff07473460, READ of size 1 at 0x7fff07473bff thread T0,0x4405bf,ArgusPrintEspSpi,argus_util.c:8434,0x448b74,ArgusPrintDstPort,argus_util.c:8159,0x46aa96,ArgusPrintRecord,argus_util.c:4232,0x406a54,RaProcessThisRecord,ra.c:477,0x407f84,RaProcessRecord,ra.c:382,0x461608,RaScheduleRecord,argus_util.c:2694,0x4748e0,ArgusHandleRecord,argus_util.c:2808,0x4bffcb,ArgusReadStreamSocket,argus_client.c:440,0x4c01a9,ArgusReadFileStream,argus_client.c:496,0x4088ce,main,argus_main.c:253,0x7f1fdc7f1290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000330,sync:fuzz04,src:000277,+cov",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7fff07473bff at pc 0x0000004405c0 bp 0x7fff07473470 sp 0x7fff07473460, Address 0x7fff07473bff is located in stack of thread T0 at offset 1439 in frame,0x4698be,ArgusPrintRecord,argus_util.c:4137
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000282,src:000005,op:havoc,rep:8,+cov",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7ffd728fe2af at pc 0x0000004405c0 bp 0x7ffd728fdb20 sp 0x7ffd728fdb10, READ of size 1 at 0x7ffd728fe2af thread T0,0x4405bf,ArgusPrintEspSpi,argus_util.c:8434,0x448b74,ArgusPrintDstPort,argus_util.c:8159,0x46aa96,ArgusPrintRecord,argus_util.c:4232,0x406a54,RaProcessThisRecord,ra.c:477,0x407f84,RaProcessRecord,ra.c:382,0x461608,RaScheduleRecord,argus_util.c:2694,0x4748e0,ArgusHandleRecord,argus_util.c:2808,0x4bffcb,ArgusReadStreamSocket,argus_client.c:440,0x4c01a9,ArgusReadFileStream,argus_client.c:496,0x4088ce,main,argus_main.c:253,0x7f50d8d70290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000282,src:000005,op:havoc,rep:8,+cov",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7ffd728fe2af at pc 0x0000004405c0 bp 0x7ffd728fdb20 sp 0x7ffd728fdb10, Address 0x7ffd728fe2af is located in stack of thread T0 at offset 1439 in frame,0x4698be,ArgusPrintRecord,argus_util.c:4137
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000409,sync:fuzz01,src:000228,+cov",ERROR,LeakSanitizer: detected memory leaks, Direct leak of 18 byte(s) in 1 object(s) allocated from:,0x7f343069e189,__GI___strdup,/usr/lib/libc.so.6+0x80189)
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000511,src:000013+000031,op:splice,rep:8,+cov",ERROR,LeakSanitizer: detected memory leaks, Direct leak of 18 byte(s) in 1 object(s) allocated from:,0x7f8a995dd189,__GI___strdup,/usr/lib/libc.so.6+0x80189)
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000228,src:000000,op:flip4,pos:132,+cov",ERROR,LeakSanitizer: detected memory leaks, Direct leak of 18 byte(s) in 1 object(s) allocated from:,0x7f759f27f189,__GI___strdup,/usr/lib/libc.so.6+0x80189)
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000472,src:000009,op:havoc,rep:16",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7ffdc6bd4e9f at pc 0x0000004405c0 bp 0x7ffdc6bd4710 sp 0x7ffdc6bd4700, READ of size 1 at 0x7ffdc6bd4e9f thread T0,0x4405bf,ArgusPrintEspSpi,argus_util.c:8434,0x448b74,ArgusPrintDstPort,argus_util.c:8159,0x46aa96,ArgusPrintRecord,argus_util.c:4232,0x406a54,RaProcessThisRecord,ra.c:477,0x407f84,RaProcessRecord,ra.c:382,0x461608,RaScheduleRecord,argus_util.c:2694,0x4748e0,ArgusHandleRecord,argus_util.c:2808,0x4bffcb,ArgusReadStreamSocket,argus_client.c:440,0x4c01a9,ArgusReadFileStream,argus_client.c:496,0x4088ce,main,argus_main.c:253,0x7f04e0c48290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000472,src:000009,op:havoc,rep:16",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7ffdc6bd4e9f at pc 0x0000004405c0 bp 0x7ffdc6bd4710 sp 0x7ffdc6bd4700, Address 0x7ffdc6bd4e9f is located in stack of thread T0 at offset 1439 in frame,0x4698be,ArgusPrintRecord,argus_util.c:4137
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000436,sync:fuzz03,src:000339,+cov",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7ffdbf66d4df at pc 0x0000004405c0 bp 0x7ffdbf66cd50 sp 0x7ffdbf66cd40, READ of size 1 at 0x7ffdbf66d4df thread T0,0x4405bf,ArgusPrintEspSpi,argus_util.c:8434,0x448b74,ArgusPrintDstPort,argus_util.c:8159,0x46aa96,ArgusPrintRecord,argus_util.c:4232,0x406a54,RaProcessThisRecord,ra.c:477,0x407f84,RaProcessRecord,ra.c:382,0x461608,RaScheduleRecord,argus_util.c:2694,0x4748e0,ArgusHandleRecord,argus_util.c:2808,0x4bffcb,ArgusReadStreamSocket,argus_client.c:440,0x4c01a9,ArgusReadFileStream,argus_client.c:496,0x4088ce,main,argus_main.c:253,0x7fcbd4021290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000436,sync:fuzz03,src:000339,+cov",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7ffdbf66d4df at pc 0x0000004405c0 bp 0x7ffdbf66cd50 sp 0x7ffdbf66cd40, Address 0x7ffdbf66d4df is located in stack of thread T0 at offset 1439 in frame,0x4698be,ArgusPrintRecord,argus_util.c:4137
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000339,sync:fuzz04,src:000282,+cov",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7ffc5a66400f at pc 0x0000004405c0 bp 0x7ffc5a663880 sp 0x7ffc5a663870, READ of size 1 at 0x7ffc5a66400f thread T0,0x4405bf,ArgusPrintEspSpi,argus_util.c:8434,0x448b74,ArgusPrintDstPort,argus_util.c:8159,0x46aa96,ArgusPrintRecord,argus_util.c:4232,0x406a54,RaProcessThisRecord,ra.c:477,0x407f84,RaProcessRecord,ra.c:382,0x461608,RaScheduleRecord,argus_util.c:2694,0x4748e0,ArgusHandleRecord,argus_util.c:2808,0x4bffcb,ArgusReadStreamSocket,argus_client.c:440,0x4c01a9,ArgusReadFileStream,argus_client.c:496,0x4088ce,main,argus_main.c:253,0x7f098c5f9290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
"timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/testcases/id:000339,sync:fuzz04,src:000282,+cov",ERROR,AddressSanitizer: stack-buffer-overflow on address 0x7ffc5a66400f at pc 0x0000004405c0 bp 0x7ffc5a663880 sp 0x7ffc5a663870, Address 0x7ffc5a66400f is located in stack of thread T0 at offset 1439 in frame,0x4698be,ArgusPrintRecord,argus_util.c:4137
timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/crashes/ccc7222e33cd6830b4735f40f44f1fca0b98199d4517da171dfc553416727b90,ERROR,AddressSanitizer: SEGV on unknown address 0x7fd700000018 (pc 0x00000045e8f4 bp 0x7fff1d65b970 sp 0x7fff1d65b670 T0),,0x45e8f3,ArgusCheckTime,argus_util.c:23443,0x4742bd,ArgusHandleRecord,argus_util.c:2762,0x4088b2,main,argus_main.c:252,0x7fd78bfa0290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/crashes/4374e3dbd1dd0d4efcf92bc3603e45483a8ce6887f604e10a99bd13672f4cb51,ERROR,AddressSanitizer: SEGV on unknown address 0x7f0a00000018 (pc 0x00000045e8f4 bp 0x7ffd6b310680 sp 0x7ffd6b310380 T0),,0x45e8f3,ArgusCheckTime,argus_util.c:23443,0x4742bd,ArgusHandleRecord,argus_util.c:2762,0x4088b2,main,argus_main.c:252,0x7f0a959b3290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/crashes/1b3634f2139540a6fa86ffdd2c0a0ecf5bf0a45ca7b819e888e753020a62b82c,ERROR,AddressSanitizer: SEGV on unknown address 0x7fd700000018 (pc 0x00000045e8f4 bp 0x7ffd80101860 sp 0x7ffd80101560 T0),,0x45e8f3,ArgusCheckTime,argus_util.c:23443,0x4742bd,ArgusHandleRecord,argus_util.c:2762,0x4088b2,main,argus_main.c:252,0x7fd7accf0290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/crashes/sample.3,ERROR,AddressSanitizer: SEGV on unknown address 0x7fe000000018 (pc 0x00000045e8f4 bp 0x7ffc6f2e9570 sp 0x7ffc6f2e9270 T0),,0x45e8f3,ArgusCheckTime,argus_util.c:23443,0x4742bd,ArgusHandleRecord,argus_util.c:2762,0x4088b2,main,argus_main.c:252,0x7fe09cc7d290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/crashes/95c2edc4f6ebafada6096e7a5b026a9d8a1aea07c6b62bb377bda96467a45d50,ERROR,AddressSanitizer: SEGV on unknown address 0x7f1900000018 (pc 0x00000045e8f4 bp 0x7ffdb4a7fd40 sp 0x7ffdb4a7fa40 T0),,0x45e8f3,ArgusCheckTime,argus_util.c:23443,0x4742bd,ArgusHandleRecord,argus_util.c:2762,0x4088b2,main,argus_main.c:252,0x7f1911149290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/crashes/86aeb91d68406fa9945b85db920b815253a7fa4b22870344953b9e35d838641d,ERROR,AddressSanitizer: SEGV on unknown address 0x7f9500000018 (pc 0x00000045e8f4 bp 0x7ffe36f0b6b0 sp 0x7ffe36f0b3b0 T0),,0x45e8f3,ArgusCheckTime,argus_util.c:23443,0x4742bd,ArgusHandleRecord,argus_util.c:2762,0x4088b2,main,argus_main.c:252,0x7f956c659290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/crashes/6eb7da391d82efe3144e08220a10ff5ab17ae8411afc6e5051f0ba3527b1d900,ERROR,AddressSanitizer: SEGV on unknown address 0x7f4b00000018 (pc 0x00000045e8f4 bp 0x7ffe2585f0e0 sp 0x7ffe2585ede0 T0),,0x45e8f3,ArgusCheckTime,argus_util.c:23443,0x4742bd,ArgusHandleRecord,argus_util.c:2762,0x4088b2,main,argus_main.c:252,0x7f4b0b471290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
timeout 3 /home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra -r /home/chris/NIST/argus/crashes/2ad96e9d3da3426063aa6eb3fd394552ea2e9678e2753182f8196e49796fb7ab,ERROR,AddressSanitizer: SEGV on unknown address 0x7f7100000018 (pc 0x00000045e8f4 bp 0x7ffd0b72bdf0 sp 0x7ffd0b72baf0 T0),,0x45e8f3,ArgusCheckTime,argus_util.c:23443,0x4742bd,ArgusHandleRecord,argus_util.c:2762,0x4088b2,main,argus_main.c:252,0x7f715d1d1290,__libc_start_main,/usr/lib/libc.so.6+0x20290),0x404489,_start,/home/chris/NIST/argus/src/argus-clients-3.0.8.2/bin/ra+0x404489)
